identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/InvoicingEntity,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/NetUnblendedRate,lineItem/NetUnblendedCost,lineItem/LegalEntity,product/ProductName,product/PurchaseOption,product/accessType,product/alarmType,product/attachmentType,product/availability,product/availabilityZone,product/backupservice,product/baseProductReferenceCode,product/brokerEngine,product/bundle,product/bundleDescription,product/bundleGroup,product/cacheEngine,product/cacheMemorySizeGb,product/cacheType,product/capacity,product/capacitystatus,product/category,product/ciType,product/classicnetworkingsupport,product/clockSpeed,product/cloudformationresourceProvider,product/component,product/computeFamily,product/computeType,product/concurrencyscalingfreeusage,product/connectionType,product/contentType,product/cputype,product/currentGeneration,product/data,product/dataTransfer,product/databaseEdition,product/databaseEngine,product/datastoreStoragetype,product/datatransferout,product/dedicatedEbsThroughput,product/deploymentOption,product/describes,product/description,product/directConnectLocation,product/directorySize,product/directoryType,product/directoryTypeDescription,product/disableactivationconfirmationemail,product/durability,product/ecu,product/edition,product/endpoint,product/endpointType,product/engineCode,product/enhancedNetworkingSupport,product/enhancedNetworkingSupported,product/equivalentondemandsku,product/eventType,product/executionFrequency,product/executionLocation,product/feeCode,product/feeDescription,product/fileSystemType,product/findingGroup,product/findingSource,product/findingStorage,product/flow,product/freeQueryTypes,product/freeTrial,product/freeUsageIncluded,product/frequencyMode,product/fromLocation,product/fromLocationType,product/fromRegionCode,product/georegioncode,product/gets,product/gpu,product/gpuMemory,product/granularity,product/graphqloperation,product/group,product/groupDescription,product/indexingSource,product/insightstype,product/instance,product/instanceFamily,product/instanceFunction,product/instanceName,product/instanceType,product/instanceTypeFamily,product/intelAvx2Available,product/intelAvxAvailable,product/intelTurboAvailable,product/io,product/license,product/licenseModel,product/location,product/locationType,product/logsDestination,product/marketoption,product/maxIopsBurstPerformance,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/maximumExtendedStorage,product/maximumStorageVolume,product/memory,product/memoryGib,product/memorytype,product/messageDeliveryFrequency,product/messageDeliveryOrder,product/meteringType,product/minVolumeSize,product/minimumStorageVolume,product/networkPerformance,product/newcode,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/opsItems,product/origin,product/osLicenseModel,product/parameterType,product/physicalCpu,product/physicalGpu,product/physicalProcessor,product/platoclassificationtype,product/platoinstancename,product/platoinstancetype,product/platopricingtype,product/platopricingunittype,product/platoprotocoltype,product/platoresourceactionmetrics,product/platostoragename,product/platostoragetype,product/platotrafficdirection,product/platotransfertype,product/platousagetype,product/platovolumetype,product/portSpeed,product/preInstalledSw,product/pricingUnit,product/pricingplan,product/processorArchitecture,product/processorFeatures,product/productFamily,product/protocol,product/provider,product/provisioned,product/purchaseterm,product/queueType,product/ratetype,product/realtimeoperation,product/recipient,product/region,product/regionCode,product/requestDescription,product/requestType,product/resourceEndpoint,product/resourceType,product/rootvolume,product/routingTarget,product/routingType,product/runningMode,product/servicecode,product/servicename,product/sku,product/softwareIncluded,product/softwareType,product/standardGroup,product/standardStorage,product/standardStorageRetentionIncluded,product/steps,product/storage,product/storageClass,product/storageFamily,product/storageMedia,product/storageType,product/subcategory,product/subscriptionType,product/subservice,product/tenancy,product/throughput,product/throughputCapacity,product/throughputClass,product/tiertype,product/toLocation,product/toLocationType,product/toRegionCode,product/transferType,product/type,product/updates,product/usageFamily,product/usageVolume,product/usagetype,product/uservolume,product/vcpu,product/version,product/videoMemoryGib,product/virtualInterfaceType,product/volumeApiName,product/volumeType,product/vpcnetworkingsupport,product/withActiveUsers,pricing/LeaseContractLength,pricing/OfferingClass,pricing/PurchaseOption,pricing/RateCode,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NetAmortizedUpfrontCostForUsage,reservation/NetAmortizedUpfrontFeeForBillingPeriod,reservation/NetEffectiveCost,reservation/NetRecurringFeeForUsage,reservation/NetUnusedAmortizedUpfrontFeeForBillingPeriod,reservation/NetUnusedRecurringFee,reservation/NetUpfrontValue,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/ReservationARN,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,discount/EdpDiscount,discount/BundledDiscount,discount/TotalDiscount,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod,savingsPlan/StartTime,savingsPlan/EndTime,savingsPlan/OfferingType,savingsPlan/PaymentOption,savingsPlan/PurchaseTerm,savingsPlan/Region,savingsPlan/NetSavingsPlanEffectiveCost,savingsPlan/NetAmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/NetRecurringCommitmentForBillingPeriod,resourceTags/user:Application,resourceTags/user:Developer,resourceTags/user:Environment,resourceTags/user:Name,resourceTags/user:map-migrated,resourceTags/user:map-migrated-app,resourceTags/user:name
a33e7adoewraeugrjxr2owoqvxgzomistflweruce5ab4nqtr4la,2022-06-01T00:00:00Z/2022-06-02T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,285916830885,EdpDiscount,2022-06-01T00:00:00Z,2022-06-02T00:00:00Z,AWSCloudTrail,APN1-PaidEventsRecorded,None,,,,,,USD,,-0.0081280000,,,Enterprise Discount Program Discount for AWSCloudTrail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24M2ASHZARE8KA8U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24M2ASHZARE8KA8U.JRTCKXETXF.6YS6EN2CT7,5785937801,,,,,,,,,,,,,,,,,,,,,,,543781092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3mh5i3rgxr2wfjgeqyt43fk3qvqbnjqaqdjotmgosrgjci25clta,2022-06-02T00:00:00Z/2022-06-03T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,667663686041,EdpDiscount,2022-06-02T00:00:00Z,2022-06-02T17:00:00Z,AWSCloudTrail,APN1-PaidEventsRecorded,None,,,,,,USD,,-0.0086360000,,,Enterprise Discount Program Discount for AWSCloudTrail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24M2ASHZARE8KA8U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24M2ASHZARE8KA8U.JRTCKXETXF.6YS6EN2CT7,5785937801,,,,,,,,,,,,,,,,,,,,,,,702463185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2lavk4m2wrlponap5ek62xh44e6oqsphgvylqef3txzql6lkbi3q,2022-06-02T00:00:00Z/2022-06-03T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,743054357498,EdpDiscount,2022-06-02T00:00:00Z,2022-06-02T17:00:00Z,AWSEvents,EU-ArchivedEvents-Bytes,ArchiveEvents,,,,,,USD,,-0.0001964560,,,Enterprise Discount Program Discount for AWSEvents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2JGP4FH7VM3352SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2JGP4FH7VM3352SH.JRTCKXETXF.6YS6EN2CT7,5184176813,,,,,,,,,,,,,,,,,,,,,,,089527614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grhmw4leweqoill2sapy5vejtwqqedwk6inbn7t7g337bs56z6qa,2022-06-02T00:00:00Z/2022-06-03T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,941373410537,EdpDiscount,2022-06-02T00:00:00Z,2022-06-02T17:00:00Z,AWSTransfer,EU-UploadBytes,SFTP:S3,,,,,,USD,,-0.0310042782,,,Enterprise Discount Program Discount for AWSTransfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2KRMNJVQNCY6N98R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2KRMNJVQNCY6N98R.JRTCKXETXF.6YS6EN2CT7,6232522994,,,,,,,,,,,,,,,,,,,,,,,246735109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v2rwrtyppj4dtcpzzobzortz2w7vv2xuxmpcjc2pu23bivxzgvga,2022-06-02T00:00:00Z/2022-06-03T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,082990401364,EdpDiscount,2022-06-02T00:00:00Z,2022-06-02T17:00:00Z,AmazonDynamoDB,EU-WriteCapacityUnit-Hrs,CommittedThroughput,eu-west-1,,,,,USD,,-0.0012495000,,,Enterprise Discount Program Discount for AmazonDynamoDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36CGV8QUHJZG65HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36CGV8QUHJZG65HD.JRTCKXETXF.E63J5HTPNN,7696096363,,,,,,,,,,,,,,,,,,,,,,,675123809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4l2h76o743pzhoruwzb3q46ljmpze3aot3kkakczwqs745ojhgaq,2022-06-01T00:00:00Z/2022-06-02T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,693032195353,EdpDiscount,2022-06-01T17:00:00Z,2022-06-01T18:00:00Z,AmazonDynamoDB,USE2-DataTransfer-Out-Bytes,DescribeLimits,,,,,,USD,,-0.0000000012,,,Enterprise Discount Program Discount for AmazonDynamoDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5.JRTCKXETXF.Q3Z75P77EN,7526223199,,,,,,,,,,,,,,,,,,,,,,,426359871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2yvtiiv4qocmibkbvankwsvxlawarso2wjvn7x34gqu64jcb2z6q,2022-06-01T00:00:00Z/2022-06-02T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,365970769470,EdpDiscount,2022-06-01T21:00:00Z,2022-06-01T22:00:00Z,AmazonDynamoDB,USE2-DataTransfer-Out-Bytes,DescribeLimits,,,,,,USD,,-0.0000000012,,,Enterprise Discount Program Discount for AmazonDynamoDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5.JRTCKXETXF.Q3Z75P77EN,7526223199,,,,,,,,,,,,,,,,,,,,,,,592364870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zaou5fyap2crsd4ftuk7wmmts37hiskpzf5aydmdz4bqo3kkkyka,2022-06-01T00:00:00Z/2022-06-02T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,394935390295,EdpDiscount,2022-06-01T10:00:00Z,2022-06-01T11:00:00Z,AmazonDynamoDB,USE2-DataTransfer-Out-Bytes,ListTables,,,,,,USD,,-0.0000000002,,,Enterprise Discount Program Discount for AmazonDynamoDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5.JRTCKXETXF.Q3Z75P77EN,7526223199,,,,,,,,,,,,,,,,,,,,,,,869047513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gucoehopevbd7ae762ajr5qdmxve2b5vcjoj4yesyzdrix7vth6a,2022-06-01T00:00:00Z/2022-06-02T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,065954435409,EdpDiscount,2022-06-01T00:00:00Z,2022-06-02T00:00:00Z,AmazonSWF,USE2-DataTransfer-Out-Bytes,Unknown,,,,,,USD,,-0.0000001274,,,Enterprise Discount Program Discount for AmazonSWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5.JRTCKXETXF.Q3Z75P77EN,7526223199,,,,,,,,,,,,,,,,,,,,,,,468139250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4gigsolgmcnevkrscaetns6l7fxea4x6ksbxbrcxkjxpc2yafipa,2022-06-02T00:00:00Z/2022-06-03T00:00:00Z,,AWS EMEA SARL,AWS,Anniversary,099887766554,2022-06-01T00:00:00Z,2022-07-01T00:00:00Z,697357935257,EdpDiscount,2022-06-02T05:00:00Z,02/06/2022,AmazonDynamoDB,USE2-DataTransfer-Out-Bytes,DescribeLimits,,,,,,USD,,-0.0000000024,,,Enterprise Discount Program Discount for AmazonDynamoDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36H7S3NU9B7S3UT5.JRTCKXETXF.Q3Z75P77EN,7526223199,,,,,,,,,,,,,,,,,,,,,,,849123706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
